team,Ball Possession,Blocked Shots,Corner Kicks,Fouls,Goalkeeper Saves,Offsides,Passes %,Passes accurate,Red Cards,Shots insidebox,Shots off Goal,Shots on Goal,Shots outsidebox,Total Shots,Total passes,Yellow Cards,fixture_id,league_id,league,event_date,event_timestamp,firstHalfStart,secondHalfStart,round,status,statusShort,elapsed,venue,referee,homeTeam,awayTeam,goalsHomeTeam,goalsAwayTeam,score
away,39%,5,5,15,3,0,73%,240,0,7,3,8,9,16,329,3,11873,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-10T15:00:00+00:00,1505055600,1505055600,1505059200,Regular Season - 4,Match Finished,FT,90,"Liberty Stadium, Swansea","Mike Jones, England","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
home,43%,6,10,11,2,0,69%,216,0,10,10,3,9,19,311,1,11872,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-11T19:00:00+00:00,1505156400,1505156400,1505160000,Regular Season - 4,Match Finished,FT,90,"London Stadium, London","Kevin Friend, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 37, 'team_name': 'Huddersfield', 'logo': 'https://media.api-football.com/teams/37.png'}",2.0,0.0,"{'halftime': '0-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
away,57%,7,3,14,2,1,77%,330,0,4,1,2,6,10,426,2,11872,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-11T19:00:00+00:00,1505156400,1505156400,1505160000,Regular Season - 4,Match Finished,FT,90,"London Stadium, London","Kevin Friend, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 37, 'team_name': 'Huddersfield', 'logo': 'https://media.api-football.com/teams/37.png'}",2.0,0.0,"{'halftime': '0-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
home,62%,7,6,5,0,1,89%,573,0,5,5,3,10,15,647,,11871,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-15T19:00:00+00:00,1505502000,1505502000,1505505600,Regular Season - 5,Match Finished,FT,90,"Vitality Stadium, Bournemouth","Craig Pawson, England","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,38%,2,4,12,1,1,74%,290,0,5,5,2,4,9,390,,11871,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-15T19:00:00+00:00,1505502000,1505502000,1505505600,Regular Season - 5,Match Finished,FT,90,"Vitality Stadium, Bournemouth","Craig Pawson, England","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,45%,2,5,14,3,0,76%,311,0,10,9,3,4,14,410,5,11870,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T11:30:00+00:00,1505561400,1505561400,1505565000,Regular Season - 5,Match Finished,FT,90,"Selhurst Park, London","Robert Madley, England","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",0.0,1.0,"{'halftime': '0-1', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
away,55%,5,5,13,3,1,80%,404,0,8,4,4,5,13,503,1,11870,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T11:30:00+00:00,1505561400,1505561400,1505565000,Regular Season - 5,Match Finished,FT,90,"Selhurst Park, London","Robert Madley, England","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",0.0,1.0,"{'halftime': '0-1', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
home,59%,6,8,6,0,3,79%,383,0,7,6,3,8,15,486,1,11865,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"John Smith's Stadium, Huddersfield","Jonathan Moss, England","{'team_id': 37, 'team_name': 'Huddersfield', 'logo': 'https://media.api-football.com/teams/37.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}",1.0,1.0,"{'halftime': '0-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,41%,5,4,6,2,1,72%,247,0,7,4,1,3,10,344,1,11865,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"John Smith's Stadium, Huddersfield","Jonathan Moss, England","{'team_id': 37, 'team_name': 'Huddersfield', 'logo': 'https://media.api-football.com/teams/37.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}",1.0,1.0,"{'halftime': '0-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,71%,12,12,7,2,1,86%,581,0,18,14,9,17,35,676,1,11866,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"Anfield, Liverpool","Roger East, England","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,29%,0,2,9,8,5,66%,183,0,4,1,4,1,5,277,2,11866,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"Anfield, Liverpool","Roger East, England","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,42%,5,7,13,3,2,71%,207,0,8,6,3,6,14,291,3,11867,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"St James' Park, Newcastle upon Tyne","Stuart Attwell, England","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,58%,2,5,11,1,1,75%,304,0,7,7,4,6,13,405,1,11867,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"St James' Park, Newcastle upon Tyne","Stuart Attwell, England","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,32%,1,3,8,4,2,76%,236,0,5,5,1,2,7,312,2,11868,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"Vicarage Road, Watford","Anthony Taylor, England","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",0.0,6.0,"{'halftime': '0-3', 'fulltime': '0-6', 'extratime': None, 'penalty': None}"
away,68%,8,11,6,1,0,90%,576,0,18,10,10,10,28,637,0,11868,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"Vicarage Road, Watford","Anthony Taylor, England","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",0.0,6.0,"{'halftime': '0-3', 'fulltime': '0-6', 'extratime': None, 'penalty': None}"
home,36%,2,2,15,1,3,73%,212,0,4,3,1,2,6,290,2,11869,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"The Hawthorns, West Bromwich","Paul Tierney, England","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
away,64%,3,3,7,1,2,85%,414,0,4,5,1,5,9,487,2,11869,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T14:00:00+00:00,1505570400,1505570400,1505574000,Regular Season - 5,Match Finished,FT,90,"The Hawthorns, West Bromwich","Paul Tierney, England","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
home,74%,4,11,11,0,,89%,674,0,10,14,8,16,26,757,1,11864,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T16:30:00+00:00,1505579400,1505579400,1505583000,Regular Season - 5,Match Finished,FT,90,"Wembley Stadium, London","Mike Dean, England","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
away,26%,0,1,9,8,,64%,164,0,2,4,0,2,4,257,3,11864,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-16T16:30:00+00:00,1505579400,1505579400,1505583000,Regular Season - 5,Match Finished,FT,90,"Wembley Stadium, London","Mike Dean, England","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
home,50%,6,5,11,2,4,78%,416,1,7,3,4,6,13,532,2,11863,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-17T12:30:00+00:00,1505651400,1505651400,1505655000,Regular Season - 5,Match Finished,FT,90,"Stamford Bridge, London","Michael Oliver, England","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
away,50%,4,1,15,4,2,79%,411,0,6,5,2,5,11,520,3,11863,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-17T12:30:00+00:00,1505651400,1505651400,1505655000,Regular Season - 5,Match Finished,FT,90,"Stamford Bridge, London","Michael Oliver, England","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
home,49%,4,4,15,3,2,85%,403,0,12,5,7,4,16,476,1,11862,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-17T15:00:00+00:00,1505660400,1505660400,1505664000,Regular Season - 5,Match Finished,FT,90,"Old Trafford, Manchester","Andre Marriner, England","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}",4.0,0.0,"{'halftime': '1-0', 'fulltime': '4-0', 'extratime': None, 'penalty': None}"
away,51%,2,1,14,3,3,81%,415,0,5,2,3,2,7,510,1,11862,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-17T15:00:00+00:00,1505660400,1505660400,1505664000,Regular Season - 5,Match Finished,FT,90,"Old Trafford, Manchester","Andre Marriner, England","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}",4.0,0.0,"{'halftime': '1-0', 'fulltime': '4-0', 'extratime': None, 'penalty': None}"
home,48%,1,4,10,2,6,71%,261,0,6,5,4,4,10,367,4,11861,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T11:30:00+00:00,1506166200,1506166200,1506169800,Regular Season - 6,Match Finished,FT,90,"London Stadium, London","Michael Oliver, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",2.0,3.0,"{'halftime': '0-2', 'fulltime': '2-3', 'extratime': None, 'penalty': None}"
away,52%,3,3,20,2,5,74%,293,1,7,7,5,8,15,394,4,11861,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T11:30:00+00:00,1506166200,1506166200,1506169800,Regular Season - 6,Match Finished,FT,90,"London Stadium, London","Michael Oliver, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",2.0,3.0,"{'halftime': '0-2', 'fulltime': '2-3', 'extratime': None, 'penalty': None}"
home,52%,1,3,9,2,5,73%,333,0,1,1,2,3,4,456,3,11855,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"Turf Moor, Burnley","Chris Kavanagh, England","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 37, 'team_name': 'Huddersfield', 'logo': 'https://media.api-football.com/teams/37.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
away,48%,2,4,14,3,3,76%,316,0,2,5,2,7,9,417,2,11855,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"Turf Moor, Burnley","Chris Kavanagh, England","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 37, 'team_name': 'Huddersfield', 'logo': 'https://media.api-football.com/teams/37.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
home,50%,4,4,12,3,3,78%,334,0,9,5,3,3,12,426,3,11856,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"Goodison Park, Liverpool","Martin Atkinson, England","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,50%,2,6,11,0,1,77%,321,0,3,2,4,5,8,415,1,11856,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"Goodison Park, Liverpool","Martin Atkinson, England","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,71%,9,8,6,0,0,91%,656,0,21,7,9,4,25,724,3,11857,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"Etihad Stadium, Manchester","Neil Swarbrick, England","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}",5.0,0.0,"{'halftime': '1-0', 'fulltime': '5-0', 'extratime': None, 'penalty': None}"
away,29%,3,2,7,4,1,73%,205,0,2,2,0,3,5,281,1,11857,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"Etihad Stadium, Manchester","Neil Swarbrick, England","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}",5.0,0.0,"{'halftime': '1-0', 'fulltime': '5-0', 'extratime': None, 'penalty': None}"
home,60%,4,8,12,3,3,83%,453,0,8,6,4,6,14,544,1,11858,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"St. Mary's Stadium, Southampton","Craig Pawson, England","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",0.0,1.0,"{'halftime': '0-1', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
away,40%,2,4,9,3,2,78%,288,0,6,3,4,3,9,368,4,11858,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"St. Mary's Stadium, Southampton","Craig Pawson, England","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",0.0,1.0,"{'halftime': '0-1', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
home,44%,4,5,5,0,0,78%,319,0,7,7,2,6,13,407,2,11859,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"bet365 Stadium, Stoke","Mike Dean, England","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}",0.0,4.0,"{'halftime': '0-2', 'fulltime': '0-4', 'extratime': None, 'penalty': None}"
away,56%,0,0,14,2,1,85%,466,0,6,3,4,1,7,547,2,11859,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"bet365 Stadium, Stoke","Mike Dean, England","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}",0.0,4.0,"{'halftime': '0-2', 'fulltime': '0-4', 'extratime': None, 'penalty': None}"
home,50%,4,5,9,2,0,75%,323,0,8,3,3,2,10,429,1,11860,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"Liberty Stadium, Swansea","Lee Mason, England","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",1.0,2.0,"{'halftime': '0-1', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
away,50%,2,4,16,2,3,79%,340,0,4,2,4,4,8,433,3,11860,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T14:00:00+00:00,1506175200,1506175200,1506178800,Regular Season - 6,Match Finished,FT,90,"Liberty Stadium, Swansea","Lee Mason, England","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",1.0,2.0,"{'halftime': '0-1', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
home,43%,3,3,13,3,4,66%,237,0,9,2,7,3,12,360,3,11854,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T16:30:00+00:00,1506184200,1506184200,1506187800,Regular Season - 6,Match Finished,FT,90,"King Power Stadium, Leicester","Anthony Taylor, England","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",2.0,3.0,"{'halftime': '1-2', 'fulltime': '2-3', 'extratime': None, 'penalty': None}"
away,57%,8,6,14,5,1,72%,352,0,13,9,6,10,23,486,3,11854,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-23T16:30:00+00:00,1506184200,1506184200,1506187800,Regular Season - 6,Match Finished,FT,90,"King Power Stadium, Leicester","Anthony Taylor, England","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",2.0,3.0,"{'halftime': '1-2', 'fulltime': '2-3', 'extratime': None, 'penalty': None}"
home,48%,2,2,6,5,1,77%,339,0,5,2,3,2,7,438,2,11853,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-24T15:00:00+00:00,1506265200,1506265200,1506268800,Regular Season - 6,Match Finished,FT,90,"Amex Stadium, Falmer","Andre Marriner, England","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
