team,Ball Possession,Blocked Shots,Corner Kicks,Fouls,Goalkeeper Saves,Offsides,Passes %,Passes accurate,Red Cards,Shots insidebox,Shots off Goal,Shots on Goal,Shots outsidebox,Total Shots,Total passes,Yellow Cards,fixture_id,league_id,league,event_date,event_timestamp,firstHalfStart,secondHalfStart,round,status,statusShort,elapsed,venue,referee,homeTeam,awayTeam,goalsHomeTeam,goalsAwayTeam,score
away,52%,5,8,8,2,0,80%,365,0,9,7,5,8,17,458,1,11853,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-24T15:00:00+00:00,1506265200,1506265200,1506268800,Regular Season - 6,Match Finished,FT,90,"Amex Stadium, Falmer","Andre Marriner, England","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
home,69%,4,7,8,2,,87%,537,0,10,6,6,6,16,615,1,11852,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-25T19:00:00+00:00,1506366000,1506366000,1506369600,Regular Season - 6,Match Finished,FT,90,"Emirates Stadium, London","Robert Madley, England","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
away,31%,1,4,17,4,,69%,188,0,4,3,3,3,7,272,4,11852,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-25T19:00:00+00:00,1506366000,1506366000,1506369600,Regular Season - 6,Match Finished,FT,90,"Emirates Stadium, London","Robert Madley, England","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
home,40%,3,4,7,3,4,73%,269,0,2,2,1,4,6,368,1,11851,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T11:30:00+00:00,1506771000,1506771000,1506774600,Regular Season - 7,Match Finished,FT,90,"John Smith's Stadium, Huddersfield","Neil Swarbrick, England","{'team_id': 37, 'team_name': 'Huddersfield', 'logo': 'https://media.api-football.com/teams/37.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",0.0,4.0,"{'halftime': '0-3', 'fulltime': '0-4', 'extratime': None, 'penalty': None}"
away,60%,2,7,4,1,2,81%,452,0,10,5,7,4,14,558,1,11851,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T11:30:00+00:00,1506771000,1506771000,1506774600,Regular Season - 7,Match Finished,FT,90,"John Smith's Stadium, Huddersfield","Neil Swarbrick, England","{'team_id': 37, 'team_name': 'Huddersfield', 'logo': 'https://media.api-football.com/teams/37.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",0.0,4.0,"{'halftime': '0-3', 'fulltime': '0-4', 'extratime': None, 'penalty': None}"
home,60%,5,7,6,1,1,81%,436,0,10,10,4,9,19,540,1,11846,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"Vitality Stadium, Bournemouth","Graham Scott, England","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
away,40%,3,5,10,4,3,64%,221,0,2,4,1,6,8,347,0,11846,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"Vitality Stadium, Bournemouth","Graham Scott, England","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
home,59%,5,6,6,1,2,84%,474,0,14,6,7,4,18,566,,11847,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"Old Trafford, Manchester","Mike Dean, England","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}",4.0,0.0,"{'halftime': '2-0', 'fulltime': '4-0', 'extratime': None, 'penalty': None}"
away,41%,1,5,9,3,1,78%,295,0,4,4,1,2,6,377,,11847,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"Old Trafford, Manchester","Mike Dean, England","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}",4.0,0.0,"{'halftime': '2-0', 'fulltime': '4-0', 'extratime': None, 'penalty': None}"
home,29%,10,5,11,2,1,65%,171,0,11,1,6,6,17,262,1,11848,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"bet365 Stadium, Stoke","Mike Jones, England","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,71%,6,6,10,5,3,86%,533,0,16,12,3,5,21,620,2,11848,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"bet365 Stadium, Stoke","Mike Jones, England","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,34%,2,7,12,1,1,69%,205,0,7,3,4,2,9,295,3,11849,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"The Hawthorns, West Bromwich","Michael Oliver, England","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",2.0,2.0,"{'halftime': '2-1', 'fulltime': '2-2', 'extratime': None, 'penalty': None}"
away,66%,6,6,11,2,1,84%,464,0,9,6,3,6,15,552,0,11849,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"The Hawthorns, West Bromwich","Michael Oliver, England","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",2.0,2.0,"{'halftime': '2-1', 'fulltime': '2-2', 'extratime': None, 'penalty': None}"
home,43%,2,2,15,1,1,77%,287,0,7,3,4,2,9,375,3,11850,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"London Stadium, London","Roger East, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
away,57%,2,1,13,3,0,82%,412,0,1,3,1,5,6,501,2,11850,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T14:00:00+00:00,1506780000,1506780000,1506783600,Regular Season - 7,Match Finished,FT,90,"London Stadium, London","Roger East, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
home,38%,0,4,8,4,8,79%,311,0,4,2,2,0,4,395,0,11845,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T16:30:00+00:00,1506789000,1506789000,1506792600,Regular Season - 7,Match Finished,FT,90,"Stamford Bridge, London","Martin Atkinson, England","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
away,62%,5,8,13,2,0,89%,578,0,12,6,6,5,17,653,2,11845,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-09-30T16:30:00+00:00,1506789000,1506789000,1506792600,Regular Season - 7,Match Finished,FT,90,"Stamford Bridge, London","Martin Atkinson, England","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
home,65%,6,6,7,1,2,88%,612,0,14,8,11,11,25,697,0,11844,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-01T11:00:00+00:00,1506855600,1506855600,1506859200,Regular Season - 7,Match Finished,FT,90,"Emirates Stadium, London","Kevin Friend, England","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
away,35%,3,5,8,6,3,75%,269,0,4,5,1,5,9,357,2,11844,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-01T11:00:00+00:00,1506855600,1506855600,1506859200,Regular Season - 7,Match Finished,FT,90,"Emirates Stadium, London","Kevin Friend, England","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
home,63%,8,9,14,1,1,79%,398,0,10,13,4,15,25,501,2,11843,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-01T13:15:00+00:00,1506863700,1506863700,1506867300,Regular Season - 7,Match Finished,FT,90,"Goodison Park, Liverpool","Jonathan Moss, England","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}",0.0,1.0,"{'halftime': '0-1', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
away,37%,2,3,7,4,1,61%,179,0,5,1,2,0,5,295,2,11843,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-01T13:15:00+00:00,1506863700,1506863700,1506867300,Regular Season - 7,Match Finished,FT,90,"Goodison Park, Liverpool","Jonathan Moss, England","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}",0.0,1.0,"{'halftime': '0-1', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
home,32%,2,1,11,1,1,66%,196,0,2,1,5,6,8,295,1,11842,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-01T15:30:00+00:00,1506871800,1506871800,1506875400,Regular Season - 7,Match Finished,FT,90,"St James' Park, Newcastle upon Tyne","Craig Pawson, England","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,68%,6,5,6,4,2,84%,515,0,10,9,2,7,17,613,1,11842,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-01T15:30:00+00:00,1506871800,1506871800,1506875400,Regular Season - 7,Match Finished,FT,90,"St James' Park, Newcastle upon Tyne","Craig Pawson, England","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,62%,6,7,7,1,3,86%,500,0,11,8,5,8,19,580,0,11841,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-14T11:30:00+00:00,1507980600,1507980600,1507984200,Regular Season - 8,Match Finished,FT,90,"Anfield, Liverpool","Martin Atkinson, England","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
away,38%,3,3,13,5,1,75%,267,0,2,2,1,4,6,354,2,11841,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-14T11:30:00+00:00,1507980600,1507980600,1507984200,Regular Season - 8,Match Finished,FT,90,"Anfield, Liverpool","Martin Atkinson, England","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
home,62%,7,7,11,5,2,78%,356,0,8,8,5,12,20,454,2,11836,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-14T14:00:00+00:00,1507989600,1507989600,1507993200,Regular Season - 8,Match Finished,FT,90,"Turf Moor, Burnley","Stuart Attwell, England","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,38%,1,4,14,4,1,66%,189,1,3,1,6,5,8,285,4,11836,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-14T14:00:00+00:00,1507989600,1507989600,1507993200,Regular Season - 8,Match Finished,FT,90,"Turf Moor, Burnley","Stuart Attwell, England","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,43%,3,5,7,4,1,72%,309,0,9,6,5,6,14,431,2,11837,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-14T14:00:00+00:00,1507989600,1507989600,1507993200,Regular Season - 8,Match Finished,FT,90,"Selhurst Park, London","Andre Marriner, England","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}",2.0,1.0,"{'halftime': '2-1', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,57%,4,8,6,4,6,82%,459,0,6,6,5,9,15,559,1,11837,37,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/37.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2017-10-14T14:00:00+00:00,1507989600,1507989600,1507993200,Regular Season - 8,Match Finished,FT,90,"Selhurst Park, London","Andre Marriner, England","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}",2.0,1.0,"{'halftime': '2-1', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
